Millesime,Catégorie juridique,Catégorie,Etablissement2,Ressource,Négociée,Valeur,Code département,Académie,Code Région,Région
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Microbiology (ASM) - Revues,OUI,47879.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Microbiology (ASM) - Revues,OUI,51232.0,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Society for Microbiology (ASM) - Revues,OUI,1733.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society for Nutrition - Revues,NON,7825.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Society for Nutrition - Revues,NON,493.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Society for Nutrition - Revues,NON,642.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society for Pharmacology & Experimental Therapeutics (ASPET) - Revues,NON,20073.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Pharmacology & Experimental Therapeutics (ASPET) - Revues,NON,21878.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Pharmacology & Experimental Therapeutics (ASPET) - Revues,NON,17642.13,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",American Society of Civil Engineers (ASCE) - Revues,OUI,17735.0,D077,Créteil,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",American Society of Civil Engineers (ASCE) - Revues,OUI,16318.0,D077,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),American Society of Civil Engineers (ASCE) - Revues,OUI,6364.0,D077,Créteil,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society of Clinical Oncology (ASCO) - Revues,NON,23013.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society of Clinical Oncology (ASCO) - Revues,NON,18028.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Society of Clinical Oncology (ASCO) - Revues,NON,15853.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Society of Clinical Oncology (ASCO) - Revues,NON,1223.09,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society of Hematology - Revues,NON,10574.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society of Hematology - Revues,NON,14459.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society of Hematology - Revues,NON,13658.74,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society of Hematology - Revues,NON,12474.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society of Hematology - Revues,NON,15789.02,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Society of Hematology - Revues,NON,1600.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,CentraleSupélec,American Society of Mechanical Engineers (ASME) - Revues,OUI,3762.0,D091,Versailles,R11,Île-de-France
2015,Établissement public national à caractère administratif,École d'ingénieurs,École nationale supérieure de techniques avancées (ENSTA Paris),American Society of Mechanical Engineers (ASME) - Revues,OUI,2680.0,D091,Versailles,R11,Île-de-France
2016,Établissement public national à caractère administratif,École d'ingénieurs,École nationale supérieure de techniques avancées (ENSTA Paris),American Society of Mechanical Engineers (ASME) - Revues,OUI,3290.0,D091,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),American Society of Mechanical Engineers (ASME) - Revues,OUI,3633.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),American Society of Mechanical Engineers (ASME) - Revues,OUI,2680.0,D091,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),American Society of Mechanical Engineers (ASME) - Revues,OUI,3386.0,D091,Versailles,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),American Society of Mechanical Engineers (ASME) - Revues,OUI,6293.0,D078,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),American Society of Mechanical Engineers (ASME) - Revues,OUI,3403.0,D077,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),American Society of Metals (ASM) Failure Analysis Database,NON,1460.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),American Society of Metals (ASM) Failure Analysis Database,NON,1250.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),American Society of Metals (ASM) Handbook Online,NON,1460.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society of Nephrology (ASN) - Revues,NON,15636.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society of Plant Biologists (ASPB) - Revues,NON,26857.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Pierre-et-Marie-Curie (UPMC),American Society of Plant Biologists (ASPB) - Revues,NON,2832.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Society of Tropical Medicine and Hygiene (ASTMH) - Revues,NON,656.39,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),American Speech Language Hearing Association (ASHA) – Revues,NON,1870.0,D078,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Sorbonne Université (Sorbonne U),American Speech Language Hearing Association (ASHA) – Revues,NON,2010.68,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Thoracic Society - Revues,NON,10966.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Année Philologique,NON,529.0,D092,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Année Philologique,NON,565.77,D092,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Annual Reviews,OUI,408.0,D075,Paris,R11,Île-de-France
2017,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Annual Reviews,OUI,2320.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Annual Reviews,OUI,3280.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Annual Reviews,OUI,36763.8,D075,Paris,R11,Île-de-France
